id,New-Identifiers-words-AVG,New-Identifiers-words-MIN,New-Abstractness-words-AVG,New-Abstractness-words-MAX,New-Abstractness-words-MIN,New-Commented-words-AVG,New-Commented-words-MAX,New-Synonym-commented-words-AVG,New-Synonym-commented-words-MAX,New-Comments-readability,New-Number-of-senses-AVG,New-Number-of-senses-MAX,New-Semantic-Text-Coherence-Standard-@-0.1,New-Semantic-Text-Coherence-Normalized-@-0.3,New-Text-Coherence-AVG,New-Text-Coherence-MIN,New-Text-Coherence-MAX,BW-Avg-Assignment,BW-Avg-blank-lines,BW-Avg-commas,BW-Avg-comments,BW-Avg-comparisons,BW-Avg-Identifiers-Length,BW-Avg-conditionals,BW-Avg-indentation-length,BW-Avg-keywords,BW-Avg-line-length,BW-Avg-loops,BW-Avg-number-of-identifiers,BW-Avg-numbers,BW-Avg-operators,BW-Avg-parenthesis,BW-Avg-periods,BW-Avg-spaces,BW-Max-Identifiers-Length,BW-Max-indentation,BW-Max-keywords,BW-Max-line-length,BW-Max-number-of-identifiers,BW-Max-numbers,BW-Max-char,BW-Max-words,Posnett-entropy,Posnett-volume,Posnett-lines,Dorn-DFT-Assignments,Dorn-DFT-Commas,Dorn-DFT-Comments,Dorn-DFT-Comparisons,Dorn-DFT-Conditionals,Dorn-DFT-Indentations,Dorn-DFT-Keywords,Dorn-DFT-LineLengths,Dorn-DFT-Loops,Dorn-DFT-Identifiers,Dorn-DFT-Numbers,Dorn-DFT-Operators,Dorn-DFT-Parenthesis,Dorn-DFT-Periods,Dorn-DFT-Spaces,Dorn-Visual-X-Comments,Dorn-Visual-Y-Comments,Dorn-Visual-X-Identifiers,Dorn-Visual-Y-Identifiers,Dorn-Visual-X-Keywords,Dorn-Visual-Y-Keywords,Dorn-Visual-X-Numbers,Dorn-Visual-Y-Numbers,Dorn-Visual-X-Strings,Dorn-Visual-Y-Strings,Dorn-Visual-X-Literals,Dorn-Visual-Y-Literals,Dorn-Visual-X-Operators,Dorn-Visual-Y-Operators,Dorn-Areas-Comments,Dorn-Areas-Identifiers,Dorn-Areas-Keywords,Dorn-Areas-Numbers,Dorn-Areas-Strings,Dorn-Areas-Literals,Dorn-Areas-Operators,Dorn-Areas-Identifiers/Comments,Dorn-Areas-Keywords/Comments,Dorn-Areas-Numbers/Comments,Dorn-Areas-Strings/Comments,Dorn-Areas-Literals/Comments,Dorn-Areas-Operators/Comments,Dorn-Areas-Keywords/Identifiers,Dorn-Areas-Numbers/Identifiers,Dorn-Areas-Strings/Identifiers,Dorn-Areas-Literals/Identifiers,Dorn-Areas-Operators/Identifiers,Dorn-Areas-Numbers/Keywords,Dorn-Areas-Strings/Keywords,Dorn-Areas-Literals/Keywords,Dorn-Areas-Operators/Keywords,Dorn-Areas-Strings/Numbers,Dorn-Areas-Literals/Numbers,Dorn-Areas-Operators/Numbers,Dorn-Areas-Literals/Strings,Dorn-Areas-Operators/Strings,Dorn-Areas-Operators/Literals,Dorn-align-blocks,Dorn-align-extent,Readable
107,0.939394,0,4.129032,11,0,0.568182,2,2.328947,11,35.96,9.424242,37,11,0.785714,0.664818,0.408248,1,0.130435,0,0.217391,0.041667,0.130435,13.363636,0.26087,0,0.869565,44.130435,0,2.391304,0,0,1.73913,0.695652,3.434783,32,0,2,142,9,0,189,17,4.837522,959.175924,32,22,20,32,22,17,23,17,24,1,21,1,1,18,23,17,143.9375,30.931034,143.96875,30.703448,144,29.296552,0,0,0,0,0,0,143.90625,30.731034,0.323001,0.455673,0.052697,0,0,0,0.071916,1.410749,0.163148,0,0,0,0.222649,0.115646,0,0,0,0.157823,0,0,0,1.364706,?,?,?,?,?,?,42,44,1
108,0.901288,0,5.333333,9,0,0.072961,1,6.612676,28,0,7.094421,37,24,0.392857,0.670797,0.201008,0.956522,0.236842,0,0.026316,0.025641,0.105263,9.161074,0.368421,0,1.342105,53.394737,0,3.789474,0.236842,0.342105,1.736842,0.763158,4.842105,23,0,3,98,9,1,213,22,5.122118,2276.483129,39,38,38,39,38,38,1,30,33,1,33,38,37,30,38,32,101,38,100.897436,37.294118,100.948718,36.568627,101,38,101,37.823529,101,37.803922,100.897436,37.696078,0.026123,0.501833,0.086618,0.002291,0.159945,0.008249,0.099908,19.210526,3.315789,0.087719,6.122807,0.315789,3.824561,0.172603,0.004566,0.318721,0.016438,0.199087,0.026455,1.846561,0.095238,1.153439,69.8,3.6,43.6,0.051576,0.624642,12.111111,41,41,0
109,0.8867,0,4.411111,10,0,0,0,2.890411,17,0,10.921182,51,33,1,0.556035,0.251976,0.887625,0.2,0,0.075,0.02439,0,8.352459,0.075,0,0.4,34.75,0,3.1,0.025,0.1,1.25,0.95,2.7,23,0,3,80,12,1,149,22,4.998848,2011.420868,40,40,40,1,1,40,1,40,40,1,40,1,40,40,40,40,0,0,84,38.882353,83.95,38.741176,0,0,83.85,38.894118,84,39,83.875,38.694118,0,0.617705,0.038689,0,0.06623,0.001967,0.122623,?,?,?,?,?,?,0.062633,0,0.107219,0.003185,0.198514,0,1.711864,0.050847,3.169492,?,?,?,0.029703,1.851485,62.333333,79,115,0
110,0.828947,0,4.385714,10,0,0.894737,5,2.758621,9,88.74,8.736842,45,10,0.9,0.452912,0.132453,0.92582,0.043478,0.028571,0,0.241379,0.347826,10.727273,0.045455,0,0.5,29.727273,0.045455,1.954545,0,0,1.130435,0.681818,1.818182,37,0,4,133,9,0,157,8,4.86971,815.16288,35,23,1,35,23,23,23,23,34,23,21,1,1,22,23,23,134,33.940741,133.971429,33.844444,133.971429,33.82963,0,0,0,0,0,0,133.885714,33.674074,0.474286,0.337143,0.037143,0,0,0,0.063571,0.710843,0.078313,0,0,0,0.134036,0.110169,0,0,0,0.188559,0,0,0,1.711538,?,?,?,?,?,?,48,58,0
111,0.907216,0,3.681818,13,0,0.360825,2,1.218182,7,100,8.783505,38,12,0.846154,0.463941,0.306186,0.637377,0,0.217391,0.181818,0.055556,0,14.651163,0.235294,0,0.764706,49.352941,0,2.529412,0,0,1.545455,0.823529,2.470588,32,0,2,121,7,0,120,10,4.723719,792.437055,23,1,22,22,1,22,21,18,22,1,22,1,1,22,22,22,123,21.467742,123,21.822581,122.956522,21.282258,0,0,123,22,0,0,122.73913,21.741935,0.102249,0.620654,0.068507,0,0.025562,0,0.09816,6.07,0.67,0,0.25,0,0.96,0.110379,0,0.041186,0,0.158155,0,0.373134,0,1.432836,?,?,?,0,3.84,?,27,27,0
112,0.879518,0,5.520548,11,0,0.012048,1,3.06383,15,34.59,8.012048,38,12,0.923077,0.739364,0.57735,1,0.1,0,0.95,0.047619,0.05,8.519231,0.1,0,0.55,33.25,0,2.55,0.05,0.05,0.9,0.45,3.5,41,0,2,91,8,1,72,18,5.166469,771.679574,22,20,20,22,20,20,1,20,22,1,17,20,20,20,20,20,95,20.958333,94.909091,20.84375,95,20.770833,0,0,94.863636,20.729167,0,0,94.727273,20.75,0.039683,0.580688,0.068783,0,0.041005,0,0.101852,14.633333,1.733333,0,1.033333,0,2.566667,0.118451,0,0.070615,0,0.175399,0,0.596154,0,1.480769,?,?,?,0,2.483871,?,15,21,1
113,0.527273,0,4.206897,8,0,0.818182,2,14.71831,25,96.86,4.163636,12,3,0.272727,0,1,0,0.692308,0,0,0.35,2.307692,3.088889,0,0,1.230769,35.538462,0,2.153846,1.846154,0,1.923077,0,7.230769,9,0,4,48,3,5,118,16,4.741195,844.518832,19,13,1,19,13,1,1,13,19,1,13,13,1,13,1,13,51.947368,18,51.894737,18,51.947368,17.962264,51.842105,17.981132,0,0,0,0,51.631579,18,0.214634,0.24065,0.112195,0.047154,0,0,0.196748,1.121212,0.522727,0.219697,0,0,0.916667,0.466216,0.195946,0,0,0.817568,0.42029,0,0,1.753623,0,0,4.172414,?,?,?,38,227,1
114,0.580645,0,0.944444,6,0,0.225806,2,1.980769,5,100,10.193548,37,11,0.6875,0.767181,0.46291,1,0.208333,0,0,0.225806,0.208333,4.16129,0.25,8.166667,0.875,22.75,0,1.291667,0,0.041667,0.666667,0.333333,9.791667,8,12,2,40,4,0,284,8,4.013788,519.803966,30,24,1,30,24,18,1,22,18,1,22,1,24,19,24,1,65.933333,29,65.966667,28.701493,65.866667,28.940299,0,0,0,0,0,0,65.933333,28.701493,0.252857,0.184286,0.138571,0,0,0,0.087143,0.728814,0.548023,0,0,0,0.344633,0.751938,0,0,0,0.472868,0,0,0,0.628866,?,?,?,?,?,?,4,8,1
115,0.75,0,6,9,0,0.2,1,0.551724,4,0,8.4,45,5,0.833333,0.590253,0.392232,1,0,0,0.0625,0.058824,0,8.181818,0.0625,0,0.5625,12.25,0.125,0.6875,0.25,0,0.75,0.0625,0.875,20,0,4,82,3,3,17,2,4.793449,237.744375,16,1,16,16,1,16,16,15,15,15,15,16,1,16,16,16,0,0,77.125,14.891566,81.9375,14.879518,0,0,0,0,0,0,82,14.807229,0,0.462264,0.179245,0,0,0,0.141509,?,?,?,?,?,?,0.387755,0,0,0,0.306122,0,0,0,0.789474,?,?,?,?,?,?,3,3,0
116,0.905405,0,5.28169,10,0,0.162162,2,0.765432,4,100,6.148649,37,13,1,0.47652,0.182574,0.933257,0.222222,0,0.222222,0.052632,0.111111,8.928571,0.111111,8,0.388889,36.5,0,2.388889,0,0.055556,1,0.388889,9.777778,23,24,2,69,5,0,189,8,4.462379,570.82344,20,18,18,20,18,18,16,17,18,1,14,1,18,18,18,18,77,18.807692,76.95,18.858974,76.9,18.730769,0,0,0,0,0,0,76.95,18.833333,0.126685,0.505391,0.03504,0,0,0,0.08221,3.989362,0.276596,0,0,0,0.648936,0.069333,0,0,0,0.162667,0,0,0,2.346154,?,?,?,?,?,?,30,31,0
117,0.551724,0,5.209877,10,0,0.258621,1,4.525641,14,0,5.982759,51,14,0.823529,0.415034,0.109109,1,0.157895,0,0.263158,0.025641,0.052632,5.094595,0.026316,0,1.052632,22.894737,0,1.789474,0.368421,0.026316,0.710526,0.131579,2.421053,27,0,5,127,9,4,92,15,5.10312,1443.271256,38,38,38,38,38,38,1,38,38,1,38,38,38,38,38,38,0,0,127,36.8125,126.973684,36.757813,0,0,0,0,127,36.757813,126.973684,36.796875,0,0.39759,0.18839,0,0,0.092004,0.13253,?,?,?,?,?,?,0.473829,0,0,0.231405,0.333333,0,0,0.488372,0.703488,?,?,?,?,?,1.440476,72,89,0
118,0.853503,0,5.086331,9,0,0.063694,1,2.778443,11,100,10.675159,45,22,0.791667,0,1,0,0.151515,0,0.090909,0.083333,0,8.542169,0,0.363636,0.30303,28.939394,0,2.212121,0.272727,0.060606,0.969697,0.818182,1.060606,24,4,2,65,7,3,97,10,5.224495,1233.593366,35,33,33,35,1,1,1,33,35,1,33,33,33,27,33,33,66,33.820896,65.942857,33.865672,65.885714,33.865672,65.857143,33.731343,65.857143,33.910448,0,0,65.942857,33.880597,0.034694,0.694898,0.038776,0.011224,0.038776,0,0.121429,20.029412,1.117647,0.323529,1.117647,0,3.5,0.0558,0.016153,0.0558,0,0.174743,0.289474,1,0,3.131579,3.454545,0,10.818182,0,3.131579,?,63,98,1
119,0.881579,0,3.493056,9,0,0,0,5.748503,24,0,9.513158,37,20,0.392857,0.596114,0.258199,1,0.071429,0,0,0.023256,0,6.568421,0.285714,15.333333,0.357143,37.714286,0,2.285714,0,0.047619,1.595238,0.690476,16.47619,20,20,2,66,6,0,692,20,3.745483,1598.129251,42,42,1,1,1,29,1,37,29,1,41,1,42,29,30,1,0,0,65.928571,40.283582,65.97619,39.522388,0,0,66,40.641791,0,0,65.857143,39.895522,0,0.382372,0.023979,0,0.028516,0,0.1186,?,?,?,?,?,?,0.062712,0,0.074576,0,0.310169,0,1.189189,0,4.945946,?,?,?,0,4.159091,?,15,16,1
120,0.849057,0,4.521739,9,0,0.037736,1,2.316667,7,33.575,10.320755,37,10,0.909091,0.740098,0.626783,0.886405,0.357143,0,0,0.066667,0.071429,6.1,0.142857,3.142857,0.5,31.357143,0.071429,2.857143,0,0,1.357143,0.714286,6.285714,18,16,2,76,7,0,90,5,4.669997,559.091849,16,14,1,17,14,14,14,14,1,14,13,1,1,13,13,14,65,15.909091,64.941176,15.863636,64.941176,15.818182,0,0,0,0,0,0,64.941176,15.69697,0.063966,0.520256,0.061834,0,0,0,0.134328,8.133333,0.966667,0,0,0,2.1,0.118852,0,0,0,0.258197,0,0,0,2.172414,?,?,?,?,?,?,11,12,1
121,0.691781,0,5.319672,10,0,0.40411,6,8.378049,35,100,6.671233,45,16,0.576923,0.615595,0.222222,1,0.5,0,0.176471,0.209302,0.117647,5.571429,0.117647,10.823529,0.529412,37.5,0.058824,2.941176,0.088235,0.235294,1.323529,0.529412,13.382353,19,16,2,62,6,2,550,18,4.272613,1561.920483,42,33,33,42,31,33,33,33,40,33,33,34,33,33,33,1,68.785714,41,73.952381,40.706667,74,40.8,73.952381,40.88,0,0,0,0,73.690476,40.546667,0.263782,0.323651,0.042087,0.002371,0,0,0.097807,1.226966,0.159551,0.008989,0,0,0.370787,0.130037,0.007326,0,0,0.302198,0.056338,0,0,2.323944,0,0,41.25,?,?,?,115,131,0
122,0.861386,0,4.536082,13,0,0.019802,1,1.513761,7,27.485,10.118812,45,17,0.764706,0.665912,0.447214,0.866025,0.380952,0,0,0.045455,0.285714,7.865385,0.190476,4.142857,0.380952,32.904762,0,2.619048,0,0,1.47619,0.52381,6.142857,19,12,2,54,5,0,133,6,4.896127,835.542711,25,21,1,25,21,21,21,19,21,1,17,1,1,21,19,21,59,23.933333,58.96,23.783333,59,23.833333,0,0,0,0,0,0,58.84,23.816667,0.12294,0.518378,0.031686,0,0,0,0.135615,4.216495,0.257732,0,0,0,1.103093,0.061125,0,0,0,0.261614,0,0,0,4.28,?,?,?,?,?,?,21,21,0
123,0.988506,0,4.402299,11,0,0,0,4.576087,16,0,17.551724,45,13,0.692308,0.889757,1,0.889757,0.0625,0,0,0.058824,0,7.189655,0.0625,3.25,0.3125,38.3125,0,3.625,0,0,1.8125,1.5,4,23,8,1,67,6,0,78,10,4.575176,770.381824,16,16,1,16,1,16,16,16,16,1,16,1,1,16,16,15,0,0,67.875,14.782609,67.6875,14.782609,0,0,0,0,0,0,67.6875,14.884058,0,0.683607,0.036066,0,0,0,0.154098,?,?,?,?,?,?,0.052758,0,0,0,0.22542,0,0,0,4.272727,?,?,?,?,?,?,74,246,1
124,0.859649,0,4.566038,8,0,0.035088,1,1.867647,10,0,9.719298,57,11,1,0.439941,1,0.439941,0.142857,0,0.142857,0.066667,0.285714,8.029412,0,8.571429,0.785714,37.214286,0,2.5,0.071429,0,1.071429,0.5,10.214286,46,16,3,73,6,1,143,3,4.404349,523.05479,14,14,14,1,14,1,14,14,11,1,11,14,1,12,14,1,0,0,72.928571,12.702703,72.857143,12.905405,0,0,0,0,0,0,72.857143,12.675676,0,0.525912,0.097889,0,0,0,0.101727,?,?,?,?,?,?,0.186131,0,0,0,0.193431,0,0,0,1.039216,?,?,?,?,?,?,10,10,0
125,0.861111,0,3.969388,9,0,0,0,3.59322,10,0,9.861111,45,16,1,0.487036,0.308607,0.707107,0.25,0,0.15,0.047619,0.2,9.583333,0.1,10.95,0.5,48.75,0,3.15,0,0.1,1.05,0.45,13.5,24,31,2,89,11,0,275,15,4.325711,767.564442,20,20,20,1,19,20,20,18,19,1,19,1,20,19,20,1,0,0,89,18.744444,88.9,18.855556,0,0,88.95,18.688889,0,0,88.8,18.711111,0,0.548454,0.042268,0,0.061856,0,0.080412,?,?,?,?,?,?,0.077068,0,0.112782,0,0.146617,0,1.463415,0,1.902439,?,?,?,0,1.3,?,18,18,0
126,0.891566,0,3.756757,9,0,0.289157,3,1.4,8,99.905,6.277108,45,12,1,0.586302,1,0.586302,0.133333,0,0.4,0.423077,0.266667,12.975,0,0.8,0.466667,44.066667,0.066667,2.6,0,0,1,0.466667,3.133333,30,12,2,163,9,0,126,9,4.826276,549.681831,25,15,15,25,15,1,1,14,21,15,13,1,1,15,15,15,165,24,164.96,23.831325,165,23.837349,0,0,0,0,0,0,164.84,23.825301,0.422948,0.434673,0.030151,0,0,0,0.048576,1.027723,0.071287,0,0,0,0.114851,0.069364,0,0,0,0.111753,0,0,0,1.611111,?,?,?,?,?,?,30,44,0
127,0.892523,0,3.513089,10,0,0.004673,1,3.092166,15,31.545,8.551402,37,18,0.5,0,1,0,0.04878,0.285714,0,0.033333,0,13.102804,0,0,0.103448,58.310345,0,3.724138,0,0,1.609756,1.586207,2.241379,27,0,3,125,8,0,161,27,4.730501,1698.343985,42,41,1,38,1,1,29,41,39,1,38,1,1,38,29,41,127,41,126.952381,40.382813,127,40.039063,0,0,0,0,0,0,126.952381,40.71875,0.027283,0.780624,0.008909,0,0,0,0.115813,28.612245,0.326531,0,0,0,4.244898,0.011412,0,0,0,0.148359,0,0,0,13,?,?,?,?,?,?,95,141,0
128,0.8125,0,4.192308,10,0,0.015625,1,0.746269,6,0,7.4375,37,7,0.857143,0,1,0,0.090909,0.272727,0,0.111111,0,12.666667,0,0,0.375,58.375,0,3.75,0,0,1.454545,1.625,2.375,22,0,3,125,8,0,39,6,4.88217,412.17881,11,11,1,11,1,1,8,11,11,1,8,1,1,11,11,10,0,0,126.909091,9.71875,127,9.765625,0,0,0,0,0,0,126.818182,9.8125,0,0.793319,0.033403,0,0,0,0.108559,?,?,?,?,?,?,0.042105,0,0,0,0.136842,0,0,0,3.25,?,?,?,?,?,?,5,5,0
129,0.791045,0,4.621212,10,0,0.029851,1,2.013158,6,34.59,6.761194,45,15,0.933333,0.32804,0,0.969223,0.12,0,0,0.038462,0,6.680851,0,0,0.36,19.56,0,1.88,0.2,0.04,0.92,0.4,1.88,35,0,2,54,6,2,49,8,4.838531,644.819071,26,25,1,26,1,1,25,25,26,1,25,1,25,20,25,25,58,25,58,24.949153,58,24.525424,0,0,57.961538,24.864407,0,0,57.961538,24.864407,0.03259,0.413379,0.070326,0,0.164666,0,0.125214,12.684211,2.157895,0,5.052632,0,3.842105,0.170124,0,0.39834,0,0.302905,0,2.341463,0,1.780488,?,?,?,0,0.760417,?,16,16,1
130,0.8,0,4.579208,10,0,0.091667,1,4.62449,11,100,5.895833,45,26,0.7,0.442716,0.201008,0.866025,0.228571,0.027778,0.514286,0.028571,0,8.304348,0,7.764706,0.147059,58.411765,0,4.647059,0.294118,0,1.485714,2.235294,9.176471,44,18,2,109,10,6,320,15,4.816135,1906.752296,36,35,34,36,1,1,35,35,35,1,34,34,1,35,35,1,109,34.681818,108.972222,34.872727,109,34.827273,109,35,109,34.890909,0,0,108.916667,34.854545,0.025515,0.465162,0.011286,0.01472,0.235034,0,0.095191,18.230769,0.442308,0.576923,9.211538,0,3.730769,0.024262,0.031646,0.505274,0,0.204641,1.304348,20.826087,0,8.434783,15.966667,0,6.466667,0,0.40501,?,141,389,0
131,0.791667,0,4.546961,10,0,0.291667,3,4.797297,14,100,6,45,25,0.884615,0.418595,0.19518,0.820413,0.2,0,0.466667,0.032258,0,8.02,0,7.2,0.2,58.9,0,4.9,0.266667,0.033333,1.533333,2.433333,8.566667,56,12,2,97,11,5,274,9,4.77305,1704.489596,31,29,29,31,1,1,1,30,30,1,30,29,30,30,30,1,0,30,112,29.884956,111.935484,29.761062,112,30,112,29.929204,0,0,111.806452,29.884956,0.057097,0.440235,0.014941,0.010139,0.2508,0,0.089648,7.71028,0.261682,0.17757,4.392523,0,1.570093,0.033939,0.02303,0.569697,0,0.203636,0.678571,16.785714,0,6,24.736842,0,8.842105,0,0.357447,?,181,497,0
132,0.868687,0,5.595506,10,0,0,0,1.872881,12,0,4.959596,37,15,0.882353,0.50179,0.157135,0.848528,0.107143,0.142857,0.142857,0.04,0.035714,12.471698,0.041667,10.75,0.791667,47.333333,0,2.333333,0,0,0.678571,0.416667,12.666667,33,18,2,152,10,0,304,10,4.343177,796.180943,28,27,28,28,28,28,28,27,28,1,28,1,1,28,28,28,0,0,151.964286,26.686275,151.857143,26.771242,0,0,0,0,0,0,152,26.732026,0,0.581866,0.090669,0,0,0,0.059859,?,?,?,?,?,?,0.155825,0,0,0,0.102874,0,0,0,0.660194,?,?,?,?,?,?,9,9,0
133,0.771429,0,3.757576,9,0,0.028571,1,1.552632,5,0,7.285714,45,9,1,0,1,0,0.3,0,0,0.090909,0,7.409091,0,0,0.3,22.5,0,2.2,0,0,0.9,0.5,1.5,64,0,2,80,4,0,22,3,4.823992,269.343659,10,10,1,1,1,1,1,10,10,1,1,1,1,1,10,10,0,0,80.9,8.743902,81,8.939024,0,0,0,0,0,0,80.9,8.609756,0,0.676349,0.053942,0,0,0,0.141079,?,?,?,?,?,?,0.079755,0,0,0,0.208589,0,0,0,2.615385,?,?,?,?,?,?,6,6,1
134,0.791045,0,4.492063,10,0,0.179104,4,3.87234,16,94.83,10.507463,45,22,0.846154,0,1,0,0.285714,0.028571,0.071429,0.035714,0.142857,6.568182,0,0,0.259259,30.148148,0,3.259259,0.037037,0.035714,1.392857,1.037037,1.925926,57,0,3,90,8,4,165,15,4.894536,1341.275454,35,28,28,35,28,1,28,28,35,1,27,28,28,28,28,28,95.257143,34,119,33.775,118.885714,33.841667,0,0,119,33.808333,0,0,118.971429,33.766667,0.436095,0.348748,0.017983,0,0.032755,0,0.092486,0.799705,0.041237,0,0.07511,0,0.212077,0.051565,0,0.093923,0,0.265193,0,1.821429,0,5.142857,?,?,?,0,2.823529,?,68,85,1
135,0.909722,0,4.206107,10,0,0.03125,1,3.757862,24,0,8.694444,37,29,0.625,0,1,0,0.216216,0.081081,0.405405,0.028571,0,9.047059,0,0,0.882353,62.588235,0,5.029412,0.235294,0.297297,1.810811,2.088235,4.117647,33,0,3,103,10,2,203,49,4.895204,2717.607957,37,36,36,36,1,1,1,35,35,1,35,37,37,35,36,35,0,0,105,35.518868,104.72973,35.745283,104.297297,35.575472,105,35.698113,0,0,104.864865,35.735849,0,0.631723,0.066089,0.001367,0.087511,0,0.119417,?,?,?,?,?,?,0.104618,0.002165,0.138528,0,0.189033,0.02069,1.324138,0,1.806897,64,0,87.333333,0,1.364583,?,188,354,0
136,0.681081,0,3.848276,10,0,0.194595,1,4.188776,20,100,6.281081,45,21,0.826087,0,1,0,0.37931,0.15625,0.448276,0.04,0.068966,6.104895,0,6,0.458333,58.25,0.083333,5.875,0.541667,0.275862,1.448276,1.458333,10.5,19,16,3,128,19,5,272,10,4.868473,1612.650457,32,29,29,32,29,1,19,29,32,29,28,28,29,29,29,29,131,30.886364,130.96875,30.878788,130.90625,30.893939,130.90625,30.840909,130.96875,30.840909,0,0,130.9375,30.825758,0.087912,0.41435,0.029735,0.001939,0.221719,0,0.100194,4.713235,0.338235,0.022059,2.522059,0,1.139706,0.071763,0.00468,0.535101,0,0.24181,0.065217,7.456522,0,3.369565,114.333333,0,51.666667,0,0.451895,?,190,226,1
137,0.744048,0,4.356061,9,0,0.125,2,3.120219,15,100,7.125,45,24,1,0.31891,0.094916,0.894427,0.333333,0.029412,0.060606,0.030303,0.030303,7.234783,0.0625,0.875,0.46875,36.96875,0.03125,3.625,0.28125,0.090909,1.212121,0.8125,3.59375,25,16,3,215,26,5,123,10,5.187531,1400.572975,34,33,33,34,33,33,33,33,34,33,33,33,33,33,33,33,219,33,218.970588,32.845455,219,32.690909,0,0,218.970588,32.745455,0,0,218.911765,32.759091,0.04003,0.462991,0.048338,0,0.216012,0,0.100453,11.566038,1.207547,0,5.396226,0,2.509434,0.104405,0,0.466558,0,0.216966,0,4.46875,0,2.078125,?,?,?,0,0.465035,?,41,50,0
138,0.71345,0,4.519084,11,0,0.076023,1,4.994565,16,30.53,5.520468,45,30,0.935484,0,1,0,0.513514,0.131579,0.27027,0.030303,0,6.492188,0,5.375,0.40625,42.71875,0.0625,4,0.3125,0.081081,0.972973,1.0625,8.46875,29,8,3,127,16,4,285,19,4.899556,1651.950641,38,37,37,38,1,1,26,37,38,37,37,36,37,37,37,35,130,37,129.947368,36.847328,129.921053,36.694656,0,0,130,36.877863,0,0,129.842105,36.862595,0.074667,0.458,0.034667,0,0.140667,0,0.11,6.133929,0.464286,0,1.883929,0,1.473214,0.075691,0,0.307132,0,0.240175,0,4.057692,0,3.173077,?,?,?,0,0.781991,?,77,168,1
139,0.898089,0,4.957447,9,0,0,0,2.046243,8,0,7.025478,45,16,0.6875,0,1,0,0.380952,0.190476,0.333333,0.055556,0,18.338983,0,0,0.941176,76.294118,0,3.470588,0,0,0.952381,1,4,30,0,2,131,7,0,183,23,4.778938,879.05489,21,21,21,21,1,1,15,21,15,1,16,1,1,17,21,21,0,0,132.952381,19.723881,132.904762,19.895522,0,0,0,0,0,0,132.52381,19.850746,0,0.814759,0.045181,0,0,0,0.065512,?,?,?,?,?,?,0.055453,0,0,0,0.080407,0,0,0,1.45,?,?,?,?,?,?,227,255,1
140,0.869841,0,4.258065,11,0,0.009524,1,7.859756,46,0,7.536508,45,32,0.705882,0.564327,0.333333,0.849837,0.275,0,0.95,0.02439,0,11.571429,0.125,0,0.325,57.425,0,3.825,0.075,0.5,1.85,0.775,4.275,47,0,2,128,9,1,240,37,4.802356,2638.882565,40,40,40,1,1,40,1,40,40,1,39,40,40,35,40,37,0,0,130.975,38.818182,130.925,38.712121,131,39,131,38.909091,0,0,130.85,38.772727,0,0.743289,0.02349,0.000419,0.008809,0,0.115772,?,?,?,?,?,?,0.031603,0.000564,0.011851,0,0.155756,0.017857,0.375,0,4.928571,21,0,276,0,13.142857,?,154,242,0
141,0.809524,0,3.941176,7,0,0.095238,1,1.689655,5,0,5.571429,15,8,0.888889,0.696998,0.645497,0.8,0.583333,0,0,0.076923,0.166667,4.777778,0.166667,7.666667,0.666667,23,0,1.333333,0.166667,0.25,0.666667,0.166667,10.083333,8,12,2,38,3,2,121,5,3.763468,257.843031,12,12,1,1,12,12,1,12,1,1,12,12,12,10,12,1,0,0,37.75,10.512821,37.916667,10.692308,38,11,0,0,0,0,37.833333,10.564103,0,0.315217,0.108696,0.007246,0,0,0.130435,?,?,?,?,?,?,0.344828,0.022989,0,0,0.413793,0.066667,0,0,1.2,0,0,18,?,?,?,2,2,1
142,0.903226,0,3.385714,10,0,0.03871,1,1.537037,6,0,8.432258,37,20,0.9,0,1,0,0.304348,0.043478,0.304348,0.043478,0,10.782051,0,0,0.318182,47.772727,0,3.454545,0.227273,0,1.26087,1.090909,2.636364,57,0,2,131,6,1,111,15,4.923642,1171.596199,23,23,23,23,1,1,23,23,21,1,23,23,1,23,23,23,0,0,133,21.843284,132.913043,21.798507,132.869565,21.880597,0,0,0,0,132.913043,21.850746,0,0.767061,0.028207,0.00273,0,0,0.105551,?,?,?,?,?,?,0.036773,0.003559,0,0,0.137604,0.096774,0,0,3.741935,0,0,38.666667,?,?,?,49,53,0
143,0.814815,0,4.454545,8,0,0,0,0.385965,2,0,7.166667,25,9,0.9,0,1,0,0.083333,0,0.083333,0.076923,0,16.5,0,0,0.25,31.5,0,1.666667,0,0,0.333333,0.083333,1.25,55,0,1,127,4,0,33,7,4.807899,190.398104,12,12,12,1,1,1,1,11,11,1,8,1,1,11,12,11,0,0,129,10.784615,129,10.846154,0,0,0,0,0,0,128.833333,10.669231,0,0.80292,0.036496,0,0,0,0.043796,?,?,?,?,?,?,0.045455,0,0,0,0.054545,0,0,0,1.2,?,?,?,?,?,?,5,5,0
